,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
40220,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.010679345340359943
40228,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
40239,high,low,high,low,low,low,low,low,low,low,low,low,0,0.781140545076759
40241,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.9378410135975398
40243,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010017953321364452
40246,high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.43584220318202016
40247,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.6324918472734106
40248,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.1707707768604541
40268,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.1275582503732137
40269,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.00021713785834380486
40270,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.0010419512971395555
40273,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.0094006190219097
40276,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.08779469641729626
40279,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011410297811099271
40284,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.06621353396505668
40292,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.16653380855890185
40293,high,low,high,low,low,low,low,low,med-low,low,low,low,1,0.7588986192285527
40297,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.008404225163610723
40323,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
40324,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.6003779461500153
40325,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.2579930013909826
40330,high,high,low,low,low,low,low,low,low,low,low,low,0,0.37882675331204746
40331,high,low,low,high,low,low,low,low,low,low,low,low,0,0.11392071697520803
40332,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015053373284489392
40333,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
40334,med-low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.5288607503607505
40336,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.05452493420234766
40342,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.005094152315141272
40347,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.49203943600213146
40349,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.9033287271880743
40350,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013140604467806
40351,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.5598366236584011
40356,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.24960475031999363
40359,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.011060148630597814
40374,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9828020932345425
40375,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.029307812908879488
40376,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.060920420686338655
40377,high,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.32268355296664125
40382,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.028364891921094565
40385,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.3872123999898329
40387,med-low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.2369262348246049
40388,high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,1,0.2691802737022326
40394,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.03711323411849195
40396,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
40399,high,low,high,low,low,low,low,low,low,low,low,low,1,0.6070993606774292
40403,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.4779244065408544
40412,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.053587347868985134
40419,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.6142404736555571
40437,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
40438,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.04040529792108498
40440,high,med-low,low,med-low,low,low,low,low,low,med-low,low,low,1,0.7640954406818018
40443,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.34641460787353284
40444,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11085563729192055
40448,low,high,low,low,low,low,low,low,low,low,med-high,med-high,0,0.1634314360822896
40451,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.01
40456,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
40458,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.841635696459856
40461,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.07721884384212531
40470,med-high,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.14072884876522587
40492,high,low,high,low,low,low,low,low,low,low,low,low,1,0.8718034513117415
40493,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.0600362149608249
40499,low,low,high,low,low,low,low,low,low,low,med-low,low,1,0.8155981483434265
40502,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.39441066196616775
40506,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.03882463559682739
40508,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.1515078418066697
40511,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.17933451679930396
40515,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.3703950566235734
40526,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.06637090071935337
40529,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.051629303271928266
40541,med-high,low,med-high,low,low,low,low,med-low,low,low,low,low,1,0.6864128133709636
40546,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.0942840086621811
40550,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.07060180280232813
40582,med-low,low,low,high,low,low,low,low,low,low,low,low,1,0.30204306266342223
40631,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,7.183908045977011e-06
40649,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.012067590971941872
40650,low,low,low,high,low,low,low,low,low,low,low,low,0,0.010851286654697785
40651,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.01
40655,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010046189376443417
40658,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.010932179866735772
40663,low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.034460859365353744
40675,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.0013031049192798524
40676,med-high,med-high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.00013172205615118713
40681,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.037045330501500634
40690,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.010036855036855037
40691,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
40692,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.010007183908045978
40698,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.01
40700,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
40701,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010123456790123457
40705,low,high,low,low,low,low,low,low,low,low,med-high,low,0,4.5921011233875595e-05
40706,low,high,low,low,low,low,low,low,low,low,low,low,0,0.02980985974216464
40712,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.01
40715,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.005237026521859652
40720,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010909090909090908
40723,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.0
40730,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014758137421886091
40732,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,med-low,0,0.038862970123279245
40735,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010088155567965005
40768,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.02715491996193824
40779,low,med-high,low,low,med-high,low,low,low,low,low,med-low,low,0,0.0125
40782,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.010046189376443417
40784,low,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.01
40789,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.03084195774040534
40801,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.00506827938647804
40804,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010005875440658049
40818,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011257183908045977
40819,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.01808141652763332
40829,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.033529279279279275
40868,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
40870,low,high,low,low,low,low,low,low,low,low,low,low,0,0.011747736648955098
40872,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010013140604467806
40883,low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.028673850574712643
40887,low,high,low,low,low,low,low,low,low,low,med-low,low,0,5.76036866359447e-06
40891,low,low,low,high,low,low,low,low,low,low,low,low,0,0.010059329980911223
40894,med-low,med-high,low,low,high,low,low,low,low,low,med-low,low,0,0.04122402662253356
40910,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.031532181559541926
40911,high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.017815585529419732
40931,low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.010104155446366303
40939,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.019523043805932293
40940,med-high,med-high,low,low,low,med-low,low,low,low,low,low,low,0,0.007561095478432062
40941,low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.025849106203995796
40949,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.0004250546226637096
40951,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.01
40958,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
40981,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,7.706991932663068e-05
40982,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010077618667862451
40988,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.018599626936258593
40989,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.007032341272602395
40996,low,high,low,low,low,low,low,low,low,low,med-high,med-high,0,0.0016666666666666666
40997,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,5.798594986098183e-05
40998,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.03
41012,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.01
41025,low,high,low,low,low,low,low,low,low,low,high,high,0,0.01
41049,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.01
41058,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.09189808703486997
41066,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010065717415115005
41070,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.010038297969024224
41077,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.013076923076923076
41099,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015118683736145533
41107,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.01409575860643263
41119,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.013076923076923076
41120,med-high,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.005598991217880195
41130,low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.010013059348704025
41132,med-low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.015885434500815077
41134,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.025260986170474724
41150,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.0025781778742467024
41151,low,high,low,low,low,low,low,low,low,low,low,low,0,0.01
41156,low,high,low,low,low,low,low,low,low,low,low,low,0,0.017243589743589745
41158,low,med-low,med-low,med-low,low,low,low,low,low,low,med-low,low,0,0.010052820382427205
41178,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010034210935073005
41189,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
41193,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.012064758871718864
41194,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41197,med-low,med-high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.012213151219108738
41211,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.011111111111111112
41218,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.003333333333333333
41222,high,low,low,high,low,low,low,low,low,low,low,low,0,0.040842565326834404
41224,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.012507183908045975
41235,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.0050579859498609825
41241,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010564773437654036
41253,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010833333333333332
41257,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
41261,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.015
41263,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41264,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.01
41275,med-high,low,low,low,low,high,low,low,low,low,low,low,0,0.053130219618846904
41279,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41346,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.013333333333333332
41347,high,low,low,low,low,med-high,low,low,low,low,low,low,0,0.10239398080128881
41349,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.02428311777673253
41380,low,low,high,low,low,low,low,low,low,low,low,low,0,0.025906777854569976
41383,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41385,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.013076923076923076
41394,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41395,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010097991457332653
41414,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.0036261026378045336
41424,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.04442818325586943
41429,low,high,low,low,low,low,low,low,low,low,low,low,0,0.010007183908045978
41450,low,med-low,med-low,low,low,low,low,med-low,low,low,med-low,low,0,0.012537166800407583
41458,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.025310309892779867
41478,high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.06629573109914222
41483,low,med-high,low,low,low,med-low,low,med-low,low,low,med-low,low,0,0.01
41490,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01200587544065805
41526,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.025532256387145975
41552,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
41556,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.012066825657474922
41588,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010007183908045978
41595,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.010007183908045978
41596,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.05087018837018837
41599,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41628,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.010013140604467806
41642,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41651,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.0
41652,low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.010057574963672886
41654,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.0011111111111111111
41681,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01689426917867148
41683,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.004523809523809524
41690,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.01
41707,med-low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.005061095478432063
41719,low,high,low,low,low,low,low,low,low,low,high,med-high,0,0.01
41728,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.0001234567901234568
41737,high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.010065157717596494
41750,med-high,med-high,low,low,low,med-low,low,low,low,med-low,low,low,0,0.029087109675204826
41752,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.01009067801656648
41758,low,med-high,low,low,low,low,low,low,low,low,med-high,low,0,0.01
