,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
38845,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
38846,low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.014148463266574256
38849,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
38854,med-high,low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.9336426914153132
38861,med-high,low,high,low,low,low,low,low,low,low,med-low,low,0,0.5587188612099644
38862,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
38877,low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,1,0.7490176817288802
38878,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
38879,high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
38882,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
38883,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
38887,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.17674691720493246
38888,high,low,low,low,low,med-high,low,low,low,low,low,low,0,0.11822822328338548
38892,high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.3495702005730659
38897,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
38900,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
38905,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
38906,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,1,0.11822822328338548
38919,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
38932,med-low,med-low,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
38933,high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
38934,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
38940,med-high,med-low,low,low,low,med-high,low,low,low,med-low,med-low,low,0,0.11822822328338548
38943,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
38945,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
38960,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
38967,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
38971,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
38973,med-low,high,low,low,low,low,low,low,low,med-low,med-low,med-low,1,0.11822822328338548
38975,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
38978,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
38984,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
38985,low,low,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
38992,med-high,high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.5587188612099644
39000,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39004,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39006,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39009,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39013,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
39015,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39022,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39025,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39056,low,med-high,med-low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
39064,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39068,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
39070,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39072,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
39076,med-low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.3495702005730659
39080,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39082,high,low,high,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39085,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39087,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39088,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39102,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39105,med-low,med-high,low,low,low,med-low,low,low,low,low,med-low,low,0,0.11822822328338548
39109,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39110,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
39120,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39123,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39141,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39143,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
39144,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39155,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
39156,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39157,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.32599837000814996
39169,med-high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.014148463266574256
39170,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
39171,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
39192,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.5587188612099644
39196,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39203,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39208,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39217,high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39221,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39224,med-high,med-low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39225,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
39243,low,med-low,low,low,low,med-high,low,low,low,low,low,low,0,0.014148463266574256
39251,high,low,med-high,low,low,low,low,med-low,low,med-low,low,low,1,0.32599837000814996
39253,med-high,med-high,low,med-low,low,low,low,low,low,med-low,med-low,low,0,0.11822822328338548
39256,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39260,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39264,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39265,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39269,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39270,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39271,high,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39283,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
39286,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39287,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39288,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39289,high,low,med-low,low,low,med-low,low,low,low,med-low,low,low,1,0.11822822328338548
39291,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39294,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39296,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
39300,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39303,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
39313,low,low,high,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39314,low,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
39327,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.32599837000814996
39333,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39336,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39339,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
39340,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39345,med-low,med-low,low,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39350,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39352,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.014148463266574256
39354,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.32599837000814996
39355,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39358,high,low,high,low,low,low,low,low,low,med-low,low,low,1,0.5587188612099644
39360,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.5587188612099644
39384,high,med-high,low,low,low,low,low,low,low,med-low,low,med-low,0,0.11822822328338548
39389,high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39396,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
39400,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39401,low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39404,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39418,med-high,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
39434,high,low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39436,low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.014148463266574256
39437,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39439,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
39441,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39443,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39446,high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
39453,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
39454,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39467,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39470,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39477,high,low,high,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39481,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39483,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39494,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39497,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
39499,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,1,0.9336426914153132
39516,med-low,med-low,low,med-low,low,low,low,med-low,low,low,low,low,0,0.5587188612099644
39517,low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39519,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
39523,high,med-high,low,low,low,low,low,low,low,med-low,med-low,low,0,0.11822822328338548
39530,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
39531,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39532,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39535,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39537,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39539,med-high,low,med-high,low,low,low,low,low,low,low,med-low,low,1,0.9336426914153132
39546,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39549,high,low,low,high,low,low,low,low,low,low,low,low,1,0.11822822328338548
39550,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.3495702005730659
39567,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39570,med-high,low,high,low,med-low,low,low,low,low,low,low,low,1,0.5587188612099644
39572,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
39577,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39578,low,med-high,low,low,low,low,low,low,low,low,med-low,low,1,0.3495702005730659
39583,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39584,low,high,low,low,med-low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39586,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39588,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.11822822328338548
39589,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39590,med-low,high,low,low,low,low,low,low,low,low,med-low,low,1,0.014148463266574256
39591,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39592,med-low,low,med-low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39594,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.7490176817288802
39596,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.32599837000814996
39612,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
39614,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39616,med-low,med-low,low,med-low,low,low,low,med-low,low,low,low,low,0,0.014148463266574256
39620,high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39623,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39625,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39626,med-low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.3495702005730659
39627,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39629,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39632,low,med-high,low,med-low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39633,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39638,high,low,med-low,med-low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39654,high,med-high,low,med-low,low,low,low,low,low,med-low,low,low,0,0.11822822328338548
39655,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
39660,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39661,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39662,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39663,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.5587188612099644
39669,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39670,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
39677,med-high,low,low,med-high,low,low,med-low,med-low,low,low,low,low,1,0.3495702005730659
39678,med-high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
39685,low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39688,med-high,med-low,med-low,low,low,low,low,low,low,med-low,low,low,1,0.9336426914153132
39690,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39694,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39716,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.7490176817288802
39718,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39726,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39732,high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39742,med-low,med-high,low,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39747,med-high,high,low,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39748,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39755,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39775,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.3495702005730659
39778,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39782,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.014148463266574256
39784,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39800,high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
39802,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39815,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39817,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.32599837000814996
39821,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39826,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,0,0.3495702005730659
39827,high,low,med-low,med-low,low,low,low,low,low,med-low,low,low,1,0.7490176817288802
39831,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39840,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39846,low,med-low,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39859,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.3495702005730659
39861,high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
39862,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39863,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39868,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39873,high,med-low,low,low,low,low,low,low,low,med-low,low,low,0,0.9336426914153132
39882,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
39883,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39889,med-high,med-high,low,low,low,low,low,low,low,low,low,high,0,0.014148463266574256
39906,low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
39913,med-high,med-low,med-low,low,low,low,low,low,low,med-low,low,low,1,0.5587188612099644
39915,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
39916,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
39917,low,low,high,low,low,low,low,low,low,low,med-low,low,1,0.7490176817288802
39919,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39921,med-high,low,med-high,med-low,low,low,low,low,low,low,low,low,1,0.5587188612099644
39923,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39930,high,med-low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39933,high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
39940,high,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.9336426914153132
39959,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
39960,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39966,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39967,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39969,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39970,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39977,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
39978,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39979,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
39981,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
39982,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
39993,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40013,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.3495702005730659
40015,high,med-low,low,low,low,med-low,low,low,low,med-low,med-low,low,1,0.11822822328338548
40016,low,low,med-high,med-low,low,low,low,low,low,low,low,low,0,0.3495702005730659
40020,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40024,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.3495702005730659
40027,med-high,med-high,low,low,low,low,low,low,low,med-low,med-low,med-low,0,0.32599837000814996
40036,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
40037,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
40046,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40047,med-high,low,med-high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
40051,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
40073,low,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40078,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.3495702005730659
40079,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40082,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40083,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
40090,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40094,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
40096,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40131,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40136,med-high,low,med-low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
40138,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40139,high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40168,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40169,high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40173,med-low,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
40180,med-low,med-low,low,low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
40190,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
40195,med-low,low,high,low,low,low,low,low,med-low,low,low,low,0,0.014148463266574256
40204,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
40220,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
40228,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40239,high,low,high,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40241,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
40243,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40246,high,low,med-high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
40247,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.7490176817288802
40248,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.5587188612099644
40268,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40269,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
40270,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40273,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40276,med-low,low,low,med-low,low,med-low,low,low,low,low,low,low,0,0.11822822328338548
40279,low,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40284,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
40292,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40293,high,low,high,low,low,low,low,low,med-low,low,low,low,1,0.5587188612099644
40297,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40323,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40324,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
40325,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.32599837000814996
40330,high,high,low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40331,high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
40332,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40333,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40334,med-low,med-low,med-low,low,low,low,low,low,low,low,med-low,low,0,0.5587188612099644
40336,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40342,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40347,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.32599837000814996
40349,med-low,low,med-high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
40350,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40351,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.7490176817288802
40356,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40359,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40374,high,low,high,low,low,low,low,low,low,low,low,low,1,0.9336426914153132
40375,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40376,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
40377,high,low,med-low,med-low,low,low,low,low,low,low,low,low,0,0.5587188612099644
40382,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40385,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.3495702005730659
40387,med-low,low,med-high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40388,high,med-low,low,med-low,low,med-low,low,low,low,low,low,low,1,0.3495702005730659
40394,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40396,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40399,high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
40403,med-high,low,high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
40412,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40419,med-high,low,high,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
40437,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
40438,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
40440,high,med-low,low,med-low,low,low,low,low,low,med-low,low,low,1,0.9336426914153132
40443,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40444,med-low,low,high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40448,low,high,low,low,low,low,low,low,low,low,med-high,med-high,0,0.11822822328338548
40451,low,med-high,low,low,low,med-low,low,low,low,low,med-high,low,0,0.014148463266574256
40456,low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40458,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,1,0.9336426914153132
40461,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
40470,med-high,med-low,med-high,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
40492,high,low,high,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
40493,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
40499,low,low,high,low,low,low,low,low,low,low,med-low,low,1,0.7490176817288802
