,pct_renter_occupied,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,renter_occupied_households,median_household_income,median_property_value,label_value,score
20391,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
20401,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20410,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20429,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20436,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20441,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20453,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20469,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20476,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20482,med-low,high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20500,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20507,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20522,high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20550,med-high,high,low,low,low,low,low,low,low,med-low,low,low,0,0.5587188612099644
20558,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
20564,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20572,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20587,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
20597,med-low,low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
20604,low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20631,high,low,low,high,low,low,low,low,low,med-low,low,low,1,0.9336426914153132
20644,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20653,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20661,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20676,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20684,low,med-low,low,med-high,low,low,low,low,low,low,low,low,1,0.7490176817288802
20690,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20701,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20710,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20720,med-low,med-low,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20729,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20739,med-high,med-high,low,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
20749,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20758,med-low,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20763,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20772,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
20776,high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
20783,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
20800,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20817,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20827,low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20839,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
20847,low,high,low,low,low,low,low,low,low,low,low,med-low,0,0.014148463266574256
20861,low,med-high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
20870,low,med-high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
20877,med-low,high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
20884,low,high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
20891,low,med-high,low,low,low,med-low,low,low,low,low,low,med-low,0,0.014148463266574256
20898,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20908,low,med-high,low,low,low,low,low,med-low,low,low,med-high,med-low,0,0.014148463266574256
20913,med-low,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
20920,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20930,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20937,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
20943,low,med-high,low,low,low,low,low,med-low,low,low,med-high,low,0,0.014148463266574256
20951,low,med-high,med-low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
20959,low,med-high,low,low,low,low,low,low,med-low,low,high,med-low,0,0.014148463266574256
20965,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
20973,low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
20981,low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.014148463266574256
20989,med-high,med-low,low,low,low,low,low,low,low,med-low,low,low,1,0.5587188612099644
20996,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.5587188612099644
20999,low,med-high,low,low,low,low,low,low,low,low,med-low,med-low,0,0.014148463266574256
21007,med-low,high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
21014,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21022,low,high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
21031,low,med-high,low,low,low,low,low,low,low,low,med-high,med-low,0,0.014148463266574256
21038,low,high,low,low,low,low,low,low,low,low,high,med-low,0,0.014148463266574256
21049,med-high,med-low,med-high,low,low,low,low,low,low,low,low,low,0,0.32599837000814996
21055,high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
21063,med-high,med-high,med-low,low,low,low,low,low,low,low,low,med-low,0,0.014148463266574256
21071,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21081,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
21088,med-high,med-low,med-low,low,low,low,low,med-low,low,low,low,low,0,0.3495702005730659
21097,high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
21104,med-high,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21115,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
21123,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21133,med-high,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
21140,med-high,med-high,low,low,low,low,low,low,low,med-low,low,low,1,0.5587188612099644
21148,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.7490176817288802
21155,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21161,med-high,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21176,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21184,med-low,med-high,low,low,low,low,low,med-low,low,low,med-low,low,0,0.014148463266574256
21207,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21228,low,med-high,low,low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
21239,med-low,med-low,med-high,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21244,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21260,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21268,med-low,med-high,med-low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21282,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21289,med-low,high,low,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
21299,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21315,high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21326,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.32599837000814996
21346,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
21351,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
21360,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21381,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21389,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21399,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.5587188612099644
21408,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21416,high,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
21432,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21448,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.32599837000814996
21457,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21465,high,low,low,high,low,low,low,low,low,low,low,low,1,0.5587188612099644
21475,med-high,low,low,high,low,low,low,low,low,low,low,low,1,0.5587188612099644
21483,med-low,low,low,high,low,low,low,low,low,low,low,low,1,0.11822822328338548
21489,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21496,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21504,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21525,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21535,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21543,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21550,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21560,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
21570,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.7490176817288802
21595,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21604,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21612,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21622,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21629,low,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21646,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
21654,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21662,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
21669,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21676,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.17674691720493246
21684,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
21692,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21708,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21715,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.3495702005730659
21723,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21730,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21748,low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21772,med-low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.3495702005730659
21789,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21798,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21806,low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
21816,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21824,med-high,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21844,med-low,low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
21849,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21858,low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21865,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21874,med-high,med-low,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
21892,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.5587188612099644
21901,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
21908,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21916,med-low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
21925,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.3495702005730659
21933,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.5587188612099644
21954,med-high,low,low,high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21963,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
21973,med-high,low,low,med-high,low,low,low,low,low,low,low,low,1,0.5587188612099644
21983,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
21991,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
22000,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
22006,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
22023,med-low,med-high,low,low,med-low,low,low,low,low,low,low,low,0,0.11822822328338548
22032,med-high,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.11822822328338548
22048,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22055,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
22062,low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
22077,low,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
22083,med-low,low,low,med-high,low,low,low,low,low,low,low,low,0,0.5587188612099644
22090,med-high,med-high,low,med-low,low,low,low,low,low,low,med-low,low,0,0.3495702005730659
22098,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
22114,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
22121,med-low,low,low,high,low,low,low,low,low,low,low,low,0,0.014148463266574256
22129,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22137,med-low,low,low,high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22144,low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22151,med-low,med-low,low,med-high,low,low,low,low,low,low,low,low,0,0.014148463266574256
22165,med-low,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.014148463266574256
22171,med-high,med-high,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
22180,med-low,med-low,low,med-high,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22190,low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22198,low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22210,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22219,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22227,low,med-high,low,med-low,low,low,low,low,low,low,med-high,low,0,0.014148463266574256
22236,med-low,high,low,low,low,low,low,low,low,low,med-low,low,0,0.014148463266574256
22249,med-high,high,low,low,low,low,low,low,low,low,low,low,0,0.17674691720493246
22269,med-high,med-low,low,low,low,med-low,low,low,low,low,low,low,1,0.11822822328338548
22274,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,1,0.11822822328338548
22293,med-low,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
22300,med-high,med-high,med-low,low,low,low,low,low,low,low,low,low,0,0.5587188612099644
22310,med-low,med-high,low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
22323,med-low,med-high,low,low,low,low,low,low,low,low,med-low,low,0,0.11822822328338548
22332,med-low,low,low,med-low,low,low,low,low,low,low,low,low,0,0.11822822328338548
22340,med-low,med-low,med-low,low,low,low,low,low,low,low,low,low,1,0.5587188612099644
22348,med-high,med-low,med-low,low,low,low,low,low,low,low,low,low,0,0.11822822328338548
